,V02322,V4105,V4621,V02426,UF
0,4.0,1,800.0,,11
1,,1,,,11
2,2.0,1,1150.0,2.0,11
3,2.0,1,793.0,2.0,11
4,4.0,1,2900.0,,11
5,2.0,1,1990.0,2.0,11
6,4.0,1,350.0,,11
7,4.0,1,1333.0,,11
8,2.0,1,818.0,2.0,11
9,,1,,,11
10,2.0,1,1716.0,2.0,11
11,2.0,1,2500.0,2.0,11
12,,1,,,11
13,2.0,1,1400.0,2.0,11
14,,1,,,11
15,2.0,1,666.0,2.0,11
16,4.0,1,788.0,,11
17,2.0,1,750.0,2.0,11
18,2.0,1,1437.0,2.0,11
19,2.0,1,600.0,4.0,11
20,2.0,1,933.0,2.0,11
21,4.0,1,1087.0,,11
22,,1,,,11
23,2.0,1,2666.0,2.0,11
24,,1,,,11
25,,1,,,11
26,4.0,1,700.0,,11
27,2.0,1,3325.0,2.0,11
28,2.0,1,3500.0,2.0,11
29,2.0,1,1172.0,2.0,11
30,4.0,1,1909.0,,11
31,2.0,1,3000.0,2.0,11
32,2.0,1,366.0,4.0,11
33,2.0,1,175.0,4.0,11
34,,1,,,11
35,4.0,1,262.0,,11
36,4.0,1,36.0,,11
37,2.0,1,596.0,4.0,11
38,4.0,1,999999999999.0,,11
39,2.0,1,196.0,4.0,11
40,4.0,1,788.0,,11
41,4.0,1,394.0,,11
42,2.0,1,975.0,4.0,11
43,2.0,1,850.0,4.0,11
44,2.0,1,2000.0,4.0,11
45,2.0,1,480.0,4.0,11
46,4.0,1,1262.0,,11
47,4.0,1,525.0,,11
48,4.0,1,530.0,,11
49,4.0,1,650.0,,11
50,2.0,1,666.0,4.0,11
51,4.0,1,2700.0,,11
52,4.0,1,835.0,,11
53,,1,1388.0,,11
54,2.0,1,2100.0,4.0,11
55,4.0,1,579.0,,11
56,,1,,,11
57,,1,,,11
58,4.0,1,1000.0,,11
59,,1,,,11
60,4.0,1,300.0,,11
61,4.0,1,225.0,,11
62,4.0,1,900.0,,11
63,4.0,1,394.0,,11
64,4.0,1,362.0,,11
65,4.0,1,312.0,,11
66,2.0,1,635.0,4.0,11
67,4.0,1,425.0,,11
68,4.0,1,394.0,,11
69,,1,,,11
70,4.0,1,250.0,,11
71,2.0,1,550.0,2.0,11
72,2.0,1,590.0,4.0,11
73,2.0,1,2800.0,4.0,11
74,2.0,1,625.0,2.0,11
75,4.0,1,1260.0,,11
76,2.0,1,1500.0,4.0,11
77,2.0,1,837.0,4.0,11
78,2.0,1,675.0,2.0,11
79,2.0,1,1766.0,2.0,11
80,2.0,1,2900.0,2.0,11
81,,1,,,11
82,4.0,1,1500.0,,11
83,4.0,1,863.0,,11
84,,1,,,11
85,2.0,1,617.0,2.0,11
86,4.0,1,750.0,,11
87,2.0,1,184.0,2.0,11
88,4.0,1,1250.0,,11
89,4.0,1,500.0,,11
90,4.0,1,550.0,,11
91,4.0,1,409.0,,11
92,4.0,1,215.0,,11
93,2.0,1,512.0,2.0,11
94,2.0,1,833.0,2.0,11
95,4.0,1,656.0,,11
96,2.0,1,490.0,4.0,11
97,2.0,1,232.0,2.0,11
98,,1,,,11
99,4.0,1,0.0,,11
100,,1,,,11
101,,1,,,11
102,2.0,1,530.0,2.0,11
103,,1,,,11
104,,1,,,11
105,2.0,1,505.0,4.0,11
106,,1,,,11
107,4.0,1,788.0,,11
108,4.0,1,262.0,,11
109,4.0,1,494.0,,11
110,2.0,1,250.0,4.0,11
111,2.0,1,280.0,2.0,11
112,2.0,1,1250.0,4.0,11
113,2.0,1,2125.0,4.0,11
114,4.0,1,1129.0,,11
115,4.0,1,788.0,,11
116,2.0,1,800.0,2.0,11
117,2.0,1,342.0,2.0,11
118,4.0,1,288.0,,11
119,2.0,1,197.0,4.0,11
120,2.0,1,647.0,2.0,11
121,4.0,1,1000.0,,11
122,,8,,,11
123,,8,,,11
124,2.0,8,694.0,4.0,11
125,,8,,,11
126,4.0,8,600.0,,11
127,4.0,8,244.0,,11
128,4.0,8,161.0,,11
129,4.0,8,750.0,,11
130,4.0,8,788.0,,11
131,4.0,8,890.0,,11
132,2.0,8,821.0,2.0,11
133,,8,,,11
134,2.0,8,241.0,2.0,11
135,4.0,8,1600.0,,11
136,,8,,,11
137,,8,,,11
138,,8,,,11
139,2.0,1,433.0,4.0,11
140,2.0,1,440.0,2.0,11
141,4.0,1,833.0,,11
142,2.0,1,692.0,2.0,11
143,2.0,1,1420.0,2.0,11
144,2.0,1,1300.0,4.0,11
145,4.0,1,800.0,,11
146,4.0,1,70.0,,11
147,4.0,1,390.0,,11
148,4.0,1,766.0,,11
149,4.0,1,0.0,,11
150,4.0,1,162.0,,11
151,4.0,1,560.0,,11
152,2.0,1,787.0,4.0,11
153,4.0,1,381.0,,11
154,4.0,1,992.0,,11
155,4.0,1,570.0,,11
156,4.0,1,395.0,,11
157,2.0,1,1010.0,4.0,11
158,4.0,1,1125.0,,11
159,4.0,1,320.0,,11
160,2.0,1,900.0,2.0,11
161,2.0,1,187.0,2.0,11
162,4.0,1,1200.0,,11
163,4.0,1,312.0,,11
164,4.0,1,300.0,,11
165,4.0,1,199.0,,11
166,4.0,1,790.0,,11
167,2.0,1,1095.0,2.0,11
168,,1,,,11
169,2.0,1,222.0,4.0,11
170,2.0,1,550.0,4.0,11
171,4.0,1,1140.0,,11
172,,1,,,11
173,4.0,1,831.0,,11
174,4.0,1,833.0,,11
175,2.0,1,120.0,2.0,11
176,2.0,1,1925.0,2.0,11
177,4.0,1,1182.0,,11
178,4.0,1,650.0,,11
179,2.0,1,497.0,2.0,11
180,2.0,1,1050.0,2.0,11
181,2.0,1,697.0,2.0,11
182,4.0,1,999999999999.0,,11
183,4.0,1,640.0,,11
184,4.0,1,278.0,,11
185,4.0,1,425.0,,11
186,2.0,1,528.0,2.0,11
187,4.0,1,788.0,,11
188,4.0,1,779.0,,11
189,2.0,1,900.0,2.0,11
190,4.0,1,2288.0,,11
191,2.0,1,6000.0,2.0,11
192,4.0,1,1900.0,,11
193,4.0,8,1000.0,,11
194,4.0,8,1522.0,,11
195,4.0,8,375.0,,11
196,4.0,8,913.0,,11
197,2.0,8,297.0,2.0,11
198,4.0,8,372.0,,11
199,4.0,8,750.0,,11
200,4.0,8,894.0,,11
201,,8,,,11
202,4.0,8,296.0,,11
203,4.0,8,892.0,,11
204,4.0,8,333.0,,11
205,2.0,8,547.0,4.0,11
206,4.0,8,1394.0,,11
207,2.0,8,1829.0,2.0,11
208,4.0,8,988.0,,11
209,4.0,8,300.0,,11
210,4.0,8,1750.0,,11
211,2.0,8,116.0,4.0,11
212,4.0,8,800.0,,11
213,,8,,,11
214,,8,,,11
215,,8,,,11
216,,8,,,11
217,4.0,8,900.0,,11
218,4.0,8,2576.0,,11
219,4.0,8,394.0,,11
220,,8,,,11
221,4.0,8,1000.0,,11
222,4.0,8,1788.0,,11
223,,8,,,11
224,,8,,,11
225,,8,,,11
226,4.0,8,1894.0,,11
227,,1,,,11
228,,1,,,11
229,2.0,1,4317.0,2.0,11
230,2.0,1,733.0,2.0,11
231,,1,,,11
232,2.0,1,3000.0,2.0,11
233,,1,,,11
234,4.0,1,788.0,,11
235,,1,,,11
236,,1,,,11
237,2.0,1,1600.0,2.0,11
238,,1,,,11
239,,1,,,11
240,2.0,1,1230.0,2.0,11
241,,1,,,11
242,4.0,1,578.0,,11
243,2.0,1,3133.0,2.0,11
244,2.0,1,2000.0,2.0,11
245,2.0,1,875.0,4.0,11
246,,1,,,11
247,2.0,1,850.0,4.0,11
248,,1,,,11
249,2.0,1,1125.0,2.0,11
250,2.0,1,1150.0,2.0,11
251,4.0,1,768.0,,11
252,,1,,,11
253,4.0,1,780.0,,11
254,,1,,,11
255,2.0,1,999999999999.0,2.0,11
256,,1,,,11
257,2.0,1,1080.0,4.0,11
258,,1,,,11
259,,1,,,11
260,4.0,1,900.0,,11
261,,1,,,11
262,4.0,1,788.0,,11
263,,1,,,11
264,2.0,1,876.0,2.0,11
265,,1,,,11
266,4.0,1,1350.0,,11
267,,1,,,11
268,4.0,1,494.0,,11
269,4.0,1,733.0,,11
270,4.0,1,750.0,,11
271,4.0,1,900.0,,11
272,2.0,1,808.0,2.0,11
273,4.0,1,750.0,,11
274,2.0,1,1575.0,4.0,11
275,4.0,1,900.0,,11
276,,1,,,11
277,2.0,1,2000.0,4.0,11
278,2.0,1,950.0,2.0,11
279,,1,,,11
280,2.0,1,4000.0,4.0,11
281,4.0,1,780.0,,11
282,4.0,1,1470.0,,11
283,4.0,1,788.0,,11
284,2.0,1,2200.0,2.0,11
285,2.0,1,907.0,2.0,11
286,2.0,1,1550.0,4.0,11
287,4.0,1,1000.0,,11
288,,1,,,11
289,4.0,1,884.0,,11
290,4.0,1,950.0,,11
291,,1,,,11
292,4.0,1,780.0,,11
293,2.0,1,759.0,4.0,11
294,2.0,1,309.0,2.0,11
295,4.0,1,95.0,,11
296,,1,,,11
297,2.0,1,1700.0,2.0,11
298,2.0,1,500.0,4.0,11
299,4.0,1,650.0,,11
300,2.0,1,197.0,2.0,11
301,4.0,1,396.0,,11
302,4.0,1,333.0,,11
303,2.0,1,3000.0,2.0,11
304,2.0,1,375.0,2.0,11
305,4.0,1,780.0,,11
306,2.0,1,644.0,2.0,11
307,4.0,1,944.0,,11
308,2.0,1,1788.0,2.0,11
309,2.0,1,600.0,4.0,11
310,4.0,1,561.0,,11
311,4.0,1,220.0,,11
312,4.0,1,375.0,,11
313,,1,,,11
314,4.0,1,1200.0,,11
315,4.0,1,1440.0,,11
316,,1,,,11
317,4.0,1,633.0,,11
318,2.0,1,2150.0,2.0,11
319,2.0,1,1800.0,4.0,11
320,4.0,1,0.0,,11
321,2.0,1,900.0,4.0,11
322,4.0,1,999999999999.0,,11
323,2.0,1,677.0,2.0,11
324,4.0,1,274.0,,11
325,2.0,1,744.0,2.0,11
326,4.0,1,4086.0,,11
327,4.0,1,613.0,,11
328,,1,,,11
329,2.0,1,683.0,2.0,11
330,2.0,1,13666.0,4.0,11
331,,1,,,11
332,,1,,,11
333,2.0,1,1950.0,2.0,11
334,,1,,,11
335,4.0,1,400.0,,11
336,4.0,1,1500.0,,11
337,4.0,1,394.0,,11
338,4.0,1,788.0,,11
339,2.0,1,999999999999.0,2.0,11
340,,1,,,11
341,2.0,1,2197.0,2.0,11
342,2.0,1,800.0,2.0,11
343,2.0,1,829.0,2.0,11
344,,1,,,11
345,2.0,1,133.0,4.0,11
346,4.0,1,788.0,,11
347,2.0,1,331.0,4.0,11
348,4.0,1,394.0,,11
349,2.0,1,400.0,2.0,11
350,2.0,1,2110.0,2.0,11
351,4.0,1,404.0,,11
352,4.0,1,788.0,,11
353,4.0,1,1050.0,,11
354,4.0,1,1650.0,,11
355,2.0,1,3125.0,2.0,11
356,2.0,1,922.0,2.0,11
357,2.0,1,1666.0,4.0,11
358,4.0,8,661.0,,11
359,,8,,,11
360,,8,,,11
361,4.0,8,1288.0,,11
362,,8,,,11
363,4.0,8,996.0,,11
364,4.0,8,766.0,,11
365,,8,,,11
366,,8,,,11
367,,8,,,11
368,,8,,,11
369,4.0,8,788.0,,11
370,,8,,,11
371,4.0,8,788.0,,11
372,,8,,,11
373,,8,,,11
374,,8,,,11
375,,8,,,11
376,4.0,8,210.0,,11
377,,8,,,11
378,4.0,8,142.0,,11
379,4.0,8,801.0,,11
380,4.0,8,1576.0,,11
381,4.0,8,500.0,,11
382,4.0,8,259.0,,11
383,,8,,,11
384,4.0,8,90.0,,11
385,4.0,8,300.0,,11
386,4.0,8,450.0,,11
387,4.0,8,688.0,,11
388,4.0,8,265.0,,11
389,4.0,8,1000.0,,11
390,,8,,,11
391,,8,,,11
392,2.0,1,2096.0,2.0,11
393,,1,,,11
394,,1,,,11
395,,1,,,11
396,2.0,1,5000.0,2.0,11
397,,1,,,11
398,,1,,,11
399,,1,,,11
400,4.0,1,532.0,,11
401,2.0,1,2075.0,2.0,11
402,4.0,1,2700.0,,11
403,2.0,1,1500.0,2.0,11
404,4.0,1,850.0,,11
405,4.0,1,853.0,,11
406,2.0,1,1737.0,2.0,11
407,4.0,1,1538.0,,11
408,4.0,1,788.0,,11
409,2.0,1,966.0,2.0,11
410,4.0,1,788.0,,11
411,2.0,1,1250.0,2.0,11
412,2.0,1,400.0,2.0,11
413,4.0,1,1100.0,,11
414,4.0,1,594.0,,11
415,4.0,1,788.0,,11
416,,1,,,11
417,,1,,,11
418,,1,,,11
419,2.0,1,600.0,4.0,11
420,4.0,1,1576.0,,11
421,2.0,1,4666.0,2.0,11
422,2.0,1,1100.0,2.0,11
423,4.0,1,258.0,,11
424,4.0,8,999999999999.0,,11
425,,8,,,11
426,4.0,8,141.0,,11
427,2.0,8,2466.0,2.0,11
428,,8,,,11
429,4.0,8,186.0,,11
430,4.0,8,545.0,,11
431,4.0,8,1288.0,,11
432,4.0,8,1366.0,,11
433,4.0,8,1500.0,,11
434,4.0,8,1175.0,,11
435,4.0,8,1070.0,,11
436,4.0,8,1788.0,,11
437,4.0,8,5394.0,,11
438,,8,,,11
439,4.0,8,900.0,,11
440,2.0,8,575.0,2.0,11
441,4.0,8,1596.0,,11
442,2.0,8,933.0,4.0,11
443,4.0,8,1075.0,,11
444,2.0,1,325.0,2.0,11
445,2.0,1,1233.0,2.0,11
446,2.0,1,1075.0,4.0,11
447,4.0,1,517.0,,11
448,,1,,,11
449,4.0,1,46.0,,11
450,4.0,1,665.0,,11
451,,1,,,11
452,4.0,1,583.0,,11
453,2.0,1,999999999999.0,2.0,11
454,4.0,1,1500.0,,11
455,2.0,1,1144.0,2.0,11
456,2.0,1,494.0,4.0,11
457,2.0,1,833.0,2.0,11
458,2.0,1,1088.0,4.0,11
459,4.0,1,841.0,,11
460,4.0,1,1182.0,,11
461,2.0,1,455.0,4.0,11
462,4.0,1,2500.0,,11
463,4.0,1,394.0,,11
464,4.0,1,894.0,,11
465,4.0,1,396.0,,11
466,2.0,1,340.0,4.0,11
467,,1,,,11
468,4.0,1,551.0,,11
469,2.0,1,1920.0,4.0,11
470,4.0,1,500.0,,11
471,4.0,1,788.0,,11
472,4.0,1,412.0,,11
473,4.0,1,894.0,,11
474,4.0,1,1233.0,,11
475,4.0,1,591.0,,11
476,4.0,1,394.0,,11
477,4.0,1,1994.0,,11
478,2.0,1,553.0,2.0,11
479,,1,,,11
480,2.0,1,327.0,2.0,11
481,4.0,1,725.0,,11
482,4.0,1,788.0,,11
483,4.0,1,1167.0,,11
484,2.0,1,1194.0,2.0,11
485,4.0,1,245.0,,11
486,2.0,1,679.0,4.0,11
487,4.0,1,755.0,,11
488,2.0,1,476.0,4.0,11
489,2.0,1,2364.0,2.0,11
490,4.0,1,1344.0,,11
491,2.0,1,966.0,4.0,11
492,,1,,,11
493,2.0,1,578.0,2.0,11
494,4.0,8,2219.0,,11
495,4.0,8,1213.0,,11
496,4.0,8,1012.0,,11
497,,8,,,11
498,,8,,,11
499,,8,,,11
500,,8,,,11
501,4.0,8,866.0,,11
502,4.0,8,678.0,,11
503,,8,,,11
504,,8,,,11
505,2.0,8,800.0,4.0,11
506,4.0,8,233.0,,11
507,4.0,8,186.0,,11
508,4.0,8,262.0,,11
509,,8,,,11
510,4.0,1,597.0,,11
511,4.0,1,1400.0,,11
512,4.0,1,1360.0,,11
513,4.0,1,788.0,,11
514,4.0,1,788.0,,11
515,4.0,1,205.0,,11
516,4.0,1,788.0,,11
517,4.0,1,254.0,,11
518,4.0,1,525.0,,11
519,4.0,1,454.0,,11
520,4.0,1,788.0,,11
521,4.0,1,529.0,,11
522,4.0,1,351.0,,11
523,,1,,,11
524,4.0,1,325.0,,11
525,2.0,1,394.0,4.0,11
526,4.0,1,145.0,,11
527,4.0,1,925.0,,11
528,4.0,1,1500.0,,11
529,4.0,1,221.0,,11
530,4.0,1,80.0,,11
531,4.0,1,296.0,,11
532,4.0,1,226.0,,11
533,4.0,1,833.0,,11
534,4.0,1,406.0,,11
535,2.0,1,762.0,2.0,11
536,2.0,1,316.0,2.0,11
537,4.0,1,685.0,,11
538,2.0,1,1500.0,2.0,11
539,,1,,,11
540,2.0,1,535.0,2.0,11
541,,1,,,11
542,4.0,1,507.0,,11
543,,1,,,11
544,,1,,,11
545,4.0,1,411.0,,11
546,4.0,1,250.0,,11
547,,1,,,11
548,4.0,1,1250.0,,11
549,4.0,1,770.0,,11
550,2.0,1,529.0,2.0,11
551,4.0,1,700.0,,11
552,2.0,1,300.0,2.0,11
553,4.0,1,788.0,,11
554,4.0,1,197.0,,11
555,4.0,1,525.0,,11
556,4.0,1,400.0,,11
557,4.0,1,112.0,,11
558,4.0,1,788.0,,11
559,4.0,1,536.0,,11
560,4.0,1,2333.0,,11
561,2.0,1,600.0,2.0,11
562,4.0,1,476.0,,11
563,,1,,,11
564,4.0,1,163.0,,11
565,,1,,,11
566,,1,,,11
567,2.0,1,388.0,2.0,11
568,4.0,1,394.0,,11
569,4.0,1,1200.0,,11
570,4.0,1,666.0,,11
571,4.0,1,217.0,,11
572,4.0,8,1600.0,,11
573,4.0,8,333.0,,11
574,4.0,8,796.0,,11
575,4.0,8,1538.0,,11
576,4.0,8,1188.0,,11
577,4.0,8,264.0,,11
578,,8,,,11
579,,8,,,11
580,,8,,,11
581,4.0,8,1988.0,,11
582,,8,,,11
583,4.0,8,788.0,,11
584,4.0,8,394.0,,11
585,4.0,8,360.0,,11
586,4.0,8,800.0,,11
587,4.0,8,770.0,,11
588,4.0,1,788.0,,11
589,2.0,1,366.0,2.0,11
590,4.0,1,2500.0,,11
591,4.0,1,1734.0,,11
592,2.0,1,999999999999.0,2.0,11
593,,1,,,11
594,2.0,1,983.0,4.0,11
595,,1,,,11
596,2.0,1,1560.0,2.0,11
597,,1,,,11
598,2.0,1,1894.0,2.0,11
599,,1,,,11
600,2.0,1,1850.0,2.0,11
601,2.0,1,2125.0,2.0,11
602,,1,,,11
603,2.0,1,1125.0,2.0,11
604,4.0,1,1576.0,,11
605,4.0,1,800.0,,11
606,4.0,1,794.0,,11
607,4.0,1,938.0,,11
608,2.0,1,1175.0,4.0,11
609,4.0,1,320.0,,11
610,4.0,1,1338.0,,11
611,2.0,1,200.0,4.0,11
612,2.0,1,916.0,4.0,11
613,2.0,1,373.0,4.0,11
614,2.0,1,497.0,2.0,11
615,4.0,1,340.0,,11
616,4.0,1,788.0,,11
617,2.0,1,504.0,4.0,11
618,2.0,1,701.0,2.0,11
619,2.0,1,880.0,2.0,11
620,2.0,1,166.0,4.0,11
621,2.0,1,1500.0,2.0,11
622,2.0,1,207.0,2.0,11
623,4.0,1,788.0,,11
624,4.0,1,1300.0,,11
625,2.0,1,821.0,2.0,11
626,2.0,1,1200.0,2.0,11
627,4.0,1,500.0,,11
628,2.0,1,412.0,4.0,11
629,2.0,1,1566.0,2.0,11
630,4.0,1,400.0,,11
631,2.0,1,311.0,4.0,11
632,2.0,1,1500.0,4.0,11
633,,1,,,11
634,4.0,1,883.0,,11
635,2.0,1,625.0,2.0,11
636,2.0,1,846.0,2.0,11
637,2.0,1,500.0,2.0,11
638,2.0,1,1433.0,2.0,11
639,2.0,1,250.0,2.0,11
640,2.0,1,729.0,2.0,11
641,4.0,1,1576.0,,11
642,2.0,1,1394.0,4.0,11
643,2.0,1,1400.0,2.0,11
644,,1,,,11
645,,1,,,11
646,2.0,1,1200.0,2.0,11
647,2.0,1,950.0,4.0,11
648,2.0,1,433.0,2.0,11
649,4.0,8,788.0,,11
650,4.0,8,725.0,,11
651,4.0,8,186.0,,11
652,,8,,,11
653,,8,,,11
654,4.0,8,1576.0,,11
655,4.0,8,525.0,,11
656,4.0,8,894.0,,11
657,4.0,8,788.0,,11
658,,8,,,11
659,,8,,,11
660,4.0,8,216.0,,11
661,4.0,8,525.0,,11
662,4.0,8,400.0,,11
663,,8,,,11
664,4.0,8,286.0,,11
665,4.0,8,704.0,,11
666,,8,,,11
667,4.0,8,788.0,,11
668,,1,,,11
669,,1,,,11
670,4.0,1,512.0,,11
671,,1,,,11
672,2.0,1,2600.0,4.0,11
673,4.0,1,300.0,,11
674,2.0,1,788.0,4.0,11
675,2.0,1,388.0,4.0,11
676,2.0,1,500.0,4.0,11
677,4.0,1,788.0,,11
678,2.0,1,3600.0,4.0,11
679,4.0,1,239.0,,11
680,4.0,1,450.0,,11
681,2.0,1,2800.0,4.0,11
682,4.0,1,788.0,,11
683,2.0,1,197.0,4.0,11
684,4.0,1,465.0,,11
685,2.0,1,1200.0,4.0,11
686,2.0,1,497.0,2.0,11
687,,1,,,11
688,4.0,1,0.0,,11
689,2.0,1,1150.0,4.0,11
690,2.0,1,525.0,2.0,11
691,2.0,1,1650.0,2.0,11
692,,1,,,11
693,2.0,1,1550.0,2.0,11
694,2.0,1,1400.0,2.0,11
695,,1,,,11
696,2.0,1,210.0,2.0,11
697,,1,,,11
698,,1,,,11
699,,1,,,11
700,4.0,1,600.0,,11
701,2.0,1,500.0,2.0,11
702,,1,,,11
703,2.0,1,1375.0,2.0,11
704,4.0,1,800.0,,11
705,2.0,1,1175.0,2.0,11
706,4.0,1,1475.0,,11
707,,1,,,11
708,4.0,1,1000.0,,11
709,2.0,1,1300.0,2.0,11
710,2.0,1,1000.0,2.0,11
711,2.0,1,7800.0,2.0,11
712,,1,,,11
713,,1,,,11
714,,1,,,11
715,2.0,1,860.0,4.0,11
716,4.0,1,772.0,,11
717,2.0,1,1100.0,2.0,11
718,2.0,1,3333.0,2.0,11
719,4.0,1,494.0,,11
720,2.0,1,0.0,2.0,11
721,2.0,1,600.0,2.0,11
722,2.0,1,975.0,2.0,11
723,4.0,1,1900.0,,11
724,2.0,1,4650.0,2.0,11
725,,1,,,11
726,2.0,1,7980.0,2.0,11
727,4.0,1,311.0,,11
728,4.0,1,788.0,,11
729,4.0,1,228.0,,11
730,2.0,1,400.0,2.0,11
731,,1,,,11
732,4.0,1,233.0,,11
733,2.0,1,1300.0,2.0,11
734,,1,,,11
735,,1,,,11
736,,1,,,11
737,,1,,,11
738,2.0,1,500.0,4.0,11
739,4.0,1,300.0,,11
740,2.0,1,2125.0,4.0,11
741,4.0,1,913.0,,11
742,4.0,1,262.0,,11
743,,1,,,11
744,2.0,1,451.0,4.0,11
745,2.0,1,600.0,2.0,11
746,4.0,1,469.0,,11
747,,1,,,11
748,,1,,,11
749,2.0,1,2066.0,2.0,11
750,,1,,,11
751,2.0,1,929.0,4.0,11
752,4.0,1,434.0,,11
753,2.0,1,4028.0,2.0,11
754,2.0,1,3500.0,2.0,11
755,,1,,,11
756,,1,,,11
757,,1,,,11
758,4.0,1,1000.0,,11
759,,1,,,11
760,2.0,1,3650.0,2.0,11
761,2.0,1,732.0,2.0,11
762,,1,,,11
763,,1,,,11
764,2.0,1,3450.0,2.0,11
765,2.0,1,362.0,2.0,11
766,,1,,,11
767,,1,,,11
768,,1,,,11
769,,1,,,11
770,4.0,1,550.0,,11
771,2.0,1,1300.0,2.0,11
772,,1,,,11
773,,1,,,11
774,4.0,1,788.0,,11
775,2.0,1,1534.0,2.0,11
776,,1,,,11
777,,1,,,11
778,2.0,1,262.0,2.0,11
779,,1,,,11
780,,1,,,11
781,2.0,1,733.0,4.0,11
782,2.0,1,1400.0,4.0,11
783,2.0,1,1338.0,2.0,11
784,2.0,1,900.0,4.0,11
785,,1,,,11
786,,1,,,11
787,4.0,1,985.0,,11
788,2.0,1,592.0,2.0,11
789,2.0,1,1050.0,4.0,11
790,2.0,1,397.0,4.0,11
791,4.0,1,103.0,,11
792,,1,,,11
793,,1,,,11
794,,1,,,11
795,,1,,,11
796,2.0,1,2216.0,2.0,11
797,2.0,1,2780.0,2.0,11
798,2.0,1,929.0,2.0,11
799,2.0,1,964.0,2.0,11
800,2.0,1,5800.0,2.0,11
801,,1,,,11
802,4.0,1,400.0,,11
803,,1,,,11
804,,1,,,11
805,2.0,1,1233.0,2.0,11
806,2.0,1,1454.0,2.0,11
807,2.0,1,394.0,4.0,11
808,2.0,1,290.0,4.0,11
809,,1,,,11
810,4.0,1,166.0,,11
811,2.0,1,1350.0,2.0,11
812,4.0,1,240.0,,11
813,,1,,,11
814,4.0,1,0.0,,11
815,2.0,1,528.0,2.0,11
816,4.0,1,596.0,,11
817,4.0,1,200.0,,11
818,2.0,1,275.0,2.0,11
819,4.0,1,650.0,,11
820,2.0,1,400.0,4.0,11
821,4.0,1,266.0,,11
822,2.0,1,562.0,2.0,11
823,4.0,1,66.0,,11
824,,1,,,11
825,4.0,1,284.0,,11
826,2.0,1,788.0,4.0,11
827,4.0,1,788.0,,11
828,2.0,1,2935.0,2.0,11
829,4.0,1,788.0,,11
830,2.0,1,929.0,2.0,11
831,2.0,1,276.0,4.0,11
832,4.0,1,788.0,,11
833,4.0,1,1070.0,,11
834,4.0,1,500.0,,11
835,4.0,1,396.0,,11
836,2.0,1,1250.0,2.0,11
837,4.0,1,137.0,,11
838,4.0,1,500.0,,11
839,2.0,1,357.0,2.0,11
840,4.0,1,394.0,,11
841,,1,,,11
842,4.0,1,944.0,,11
843,4.0,1,691.0,,11
844,4.0,2,396.0,,11
845,,2,,,11
846,2.0,2,732.0,4.0,11
847,4.0,2,396.0,,11
848,4.0,2,16.0,,11
849,2.0,2,1288.0,4.0,11
850,4.0,2,921.0,,11
851,4.0,2,429.0,,11
852,4.0,2,150.0,,11
853,2.0,2,788.0,4.0,11
854,4.0,2,287.0,,11
855,,2,,,11
856,,2,,,11
857,2.0,2,1325.0,4.0,11
858,2.0,2,550.0,2.0,11
859,2.0,2,622.0,4.0,11
860,4.0,2,394.0,,11
861,2.0,2,164.0,4.0,11
862,2.0,2,583.0,2.0,11
863,4.0,2,894.0,,11
864,4.0,2,1094.0,,11
865,4.0,2,0.0,,11
866,2.0,2,200.0,4.0,11
867,2.0,2,273.0,4.0,11
868,4.0,2,788.0,,11
869,2.0,2,342.0,4.0,11
870,4.0,2,788.0,,11
871,4.0,2,262.0,,11
872,4.0,2,150.0,,11
873,2.0,2,300.0,2.0,11
874,2.0,2,50.0,4.0,11
875,4.0,2,788.0,,11
876,2.0,2,500.0,2.0,11
877,4.0,2,394.0,,11
878,2.0,1,750.0,4.0,11
879,,1,,,11
880,4.0,1,195.0,,11
881,4.0,1,254.0,,11
882,4.0,1,3250.0,,11
883,2.0,1,200.0,4.0,11
884,4.0,1,0.0,,11
885,2.0,1,398.0,2.0,11
886,4.0,1,788.0,,11
887,,1,,,11
888,2.0,1,485.0,4.0,11
889,4.0,1,560.0,,11
890,4.0,1,197.0,,11
891,4.0,1,427.0,,11
892,,1,,,11
893,2.0,1,1708.0,4.0,11
894,2.0,1,558.0,4.0,11
895,,1,,,11
896,,1,,,11
897,2.0,1,1750.0,4.0,11
898,,1,,,11
899,,1,,,11
900,4.0,1,1188.0,,11
901,2.0,1,4800.0,2.0,11
902,,1,,,11
903,,1,,,11
904,2.0,1,2600.0,2.0,11
905,4.0,1,894.0,,11
906,4.0,1,350.0,,11
907,4.0,1,1000.0,,11
908,4.0,1,1250.0,,11
909,2.0,1,286.0,2.0,11
910,2.0,1,2033.0,2.0,11
911,2.0,1,758.0,4.0,11
912,2.0,1,500.0,2.0,11
913,4.0,1,1000.0,,11
914,2.0,1,556.0,2.0,11
915,4.0,1,260.0,,11
916,4.0,1,875.0,,11
917,4.0,1,390.0,,11
918,4.0,1,550.0,,11
919,4.0,1,800.0,,11
920,4.0,1,350.0,,11
921,4.0,1,715.0,,11
922,4.0,1,819.0,,11
923,4.0,1,815.0,,11
924,4.0,1,537.0,,11
925,,1,,,11
926,4.0,1,790.0,,11
927,4.0,1,400.0,,11
928,,1,,,11
929,4.0,1,1800.0,,11
930,,8,,,11
931,2.0,8,1300.0,2.0,11
932,4.0,8,490.0,,11
933,2.0,8,856.0,2.0,11
934,4.0,8,788.0,,11
