,V02322,V4105,V4621,V02426,UF
100975,2.0,1,450.0,4.0,35
100976,2.0,1,375.0,2.0,35
100977,2.0,1,2700.0,2.0,35
100978,2.0,1,3200.0,2.0,35
100979,2.0,1,1457.0,2.0,35
100980,2.0,1,2016.0,2.0,35
100981,2.0,1,1131.0,2.0,35
100982,2.0,1,3788.0,2.0,35
100983,4.0,1,3800.0,,35
100984,2.0,1,394.0,2.0,35
100985,2.0,1,425.0,2.0,35
100986,4.0,1,520.0,,35
100987,4.0,1,788.0,,35
100988,2.0,1,1894.0,4.0,35
100989,4.0,1,788.0,,35
100990,2.0,1,1166.0,2.0,35
100991,2.0,1,1894.0,2.0,35
100992,4.0,1,950.0,,35
100993,4.0,1,4500.0,,35
100994,2.0,1,1637.0,2.0,35
100995,2.0,1,3335.0,2.0,35
100996,4.0,1,999999999999.0,,35
100997,2.0,1,400.0,2.0,35
100998,2.0,1,2360.0,2.0,35
100999,4.0,1,788.0,,35
101000,4.0,1,1182.0,,35
101001,2.0,1,1100.0,2.0,35
101002,2.0,1,770.0,4.0,35
101003,2.0,1,274.0,4.0,35
101004,2.0,1,2350.0,2.0,35
101005,4.0,1,400.0,,35
101006,2.0,1,1500.0,4.0,35
101007,4.0,1,788.0,,35
101008,2.0,1,750.0,2.0,35
101009,2.0,1,2110.0,4.0,35
101010,4.0,1,1200.0,,35
101011,4.0,1,788.0,,35
101012,4.0,1,788.0,,35
101013,4.0,1,729.0,,35
101014,4.0,1,650.0,,35
101015,4.0,1,944.0,,35
101016,4.0,1,291.0,,35
101017,4.0,1,1576.0,,35
101018,2.0,1,884.0,2.0,35
101019,2.0,1,366.0,2.0,35
101020,4.0,1,658.0,,35
101021,,1,,,35
101022,4.0,1,788.0,,35
101023,2.0,1,2329.0,2.0,35
101024,2.0,1,823.0,2.0,35
101025,2.0,1,500.0,4.0,35
101026,2.0,1,1094.0,2.0,35
101027,2.0,8,1012.0,2.0,35
101028,2.0,8,1875.0,2.0,35
101029,2.0,8,256.0,4.0,35
101030,,8,,,35
101031,,8,,,35
101032,4.0,8,999999999999.0,,35
101033,,8,,,35
101034,,8,,,35
101035,4.0,8,2038.0,,35
101036,,8,,,35
101037,4.0,8,650.0,,35
101038,,8,,,35
101039,4.0,1,490.0,,35
101040,2.0,1,37.0,2.0,35
101041,,1,,,35
101042,2.0,1,999999999999.0,2.0,35
101043,4.0,1,262.0,,35
101044,,1,1000.0,,35
101045,4.0,1,633.0,,35
101046,4.0,1,1600.0,,35
101047,2.0,1,1400.0,2.0,35
101048,4.0,1,650.0,,35
101049,2.0,1,1133.0,2.0,35
101050,,1,,,35
101051,4.0,1,556.0,,35
101052,4.0,1,525.0,,35
101053,4.0,1,337.0,,35
101054,2.0,1,913.0,2.0,35
101055,4.0,1,999999999999.0,,35
101056,2.0,1,859.0,4.0,35
101057,2.0,1,993.0,2.0,35
101058,4.0,1,470.0,,35
101059,,1,,,35
101060,4.0,1,300.0,,35
101061,2.0,1,1000.0,4.0,35
101062,4.0,1,625.0,,35
101063,2.0,1,1450.0,4.0,35
101064,2.0,1,201.0,2.0,35
101065,2.0,1,425.0,4.0,35
101066,2.0,1,812.0,2.0,35
101067,2.0,1,1002.0,4.0,35
101068,2.0,1,331.0,2.0,35
101069,4.0,1,300.0,,35
101070,2.0,1,1550.0,2.0,35
101071,2.0,1,433.0,2.0,35
101072,4.0,1,694.0,,35
101073,2.0,1,423.0,2.0,35
101074,2.0,1,2500.0,2.0,35
101075,4.0,1,788.0,,35
101076,2.0,1,7750.0,2.0,35
101077,4.0,1,394.0,,35
101078,2.0,1,538.0,2.0,35
101079,2.0,1,650.0,2.0,35
101080,2.0,1,1286.0,4.0,35
101081,4.0,1,788.0,,35
101082,2.0,1,793.0,4.0,35
101083,2.0,1,1250.0,4.0,35
101084,4.0,1,504.0,,35
101085,,1,,,35
101086,2.0,1,633.0,2.0,35
101087,2.0,1,447.0,2.0,35
101088,2.0,1,331.0,2.0,35
101089,2.0,1,900.0,2.0,35
101090,4.0,1,762.0,,35
101091,2.0,1,3850.0,2.0,35
101092,4.0,1,2200.0,,35
101093,2.0,1,966.0,2.0,35
101094,,1,,,35
101095,4.0,1,420.0,,35
101096,4.0,1,286.0,,35
101097,2.0,1,1000.0,2.0,35
101098,,1,,,35
101099,4.0,1,1400.0,,35
101100,4.0,1,786.0,,35
101101,2.0,1,600.0,2.0,35
101102,2.0,1,406.0,2.0,35
101103,2.0,1,999999999999.0,2.0,35
101104,4.0,1,20138.0,,35
101105,2.0,1,1750.0,2.0,35
101106,,8,,,35
101107,,8,,,35
101108,4.0,8,216.0,,35
101109,4.0,8,964.0,,35
101110,,8,,,35
101111,2.0,8,633.0,2.0,35
101112,,8,,,35
101113,,8,,,35
101114,2.0,8,633.0,2.0,35
101115,,8,,,35
101116,4.0,8,788.0,,35
101117,4.0,8,300.0,,35
101118,,8,,,35
101119,4.0,8,944.0,,35
101120,4.0,8,833.0,,35
101121,,8,,,35
101122,,8,,,35
101123,,8,,,35
101124,4.0,8,1430.0,,35
101125,4.0,8,792.0,,35
101126,4.0,8,262.0,,35
101127,4.0,8,788.0,,35
101128,4.0,8,566.0,,35
101129,4.0,8,666.0,,35
101130,4.0,8,497.0,,35
101131,4.0,8,215.0,,35
101132,2.0,8,1066.0,4.0,35
101133,4.0,8,2373.0,,35
101134,2.0,8,250.0,2.0,35
101135,,8,,,35
101136,4.0,8,788.0,,35
101137,4.0,8,1226.0,,35
101138,,8,,,35
101139,2.0,8,881.0,4.0,35
101140,4.0,8,1700.0,,35
101141,2.0,8,683.0,4.0,35
101142,4.0,8,715.0,,35
101143,2.0,1,2081.0,4.0,35
101144,,1,,,35
101145,2.0,1,2150.0,2.0,35
101146,2.0,1,791.0,2.0,35
101147,2.0,1,394.0,4.0,35
101148,2.0,1,695.0,2.0,35
101149,2.0,1,1294.0,4.0,35
101150,2.0,1,666.0,2.0,35
101151,2.0,1,3000.0,4.0,35
101152,,1,,,35
101153,4.0,1,2500.0,,35
101154,2.0,1,4500.0,2.0,35
101155,2.0,1,583.0,4.0,35
101156,2.0,1,999999999999.0,2.0,35
101157,2.0,1,780.0,2.0,35
101158,,1,,,35
101159,2.0,1,3333.0,2.0,35
101160,2.0,1,1000.0,2.0,35
101161,2.0,1,5000.0,4.0,35
101162,,1,,,35
101163,2.0,1,2250.0,2.0,35
101164,2.0,1,1300.0,2.0,35
101165,,1,,,35
101166,2.0,1,2500.0,4.0,35
101167,4.0,1,1750.0,,35
101168,2.0,1,1066.0,2.0,35
101169,2.0,1,510.0,2.0,35
101170,2.0,1,860.0,2.0,35
101171,2.0,1,1400.0,4.0,35
101172,2.0,1,2050.0,2.0,35
101173,2.0,1,1294.0,2.0,35
101174,,1,,,35
101175,2.0,1,625.0,4.0,35
101176,2.0,1,700.0,2.0,35
101177,2.0,1,950.0,2.0,35
101178,2.0,1,850.0,2.0,35
101179,2.0,1,632.0,2.0,35
101180,2.0,1,500.0,2.0,35
101181,2.0,1,2000.0,4.0,35
101182,4.0,1,500.0,,35
101183,,1,,,35
101184,2.0,1,1200.0,4.0,35
101185,2.0,1,1460.0,2.0,35
101186,2.0,1,333.0,2.0,35
101187,2.0,1,591.0,4.0,35
101188,2.0,1,2072.0,2.0,35
101189,2.0,1,1800.0,2.0,35
101190,4.0,1,874.0,,35
101191,2.0,1,340.0,2.0,35
101192,2.0,1,536.0,2.0,35
101193,,1,,,35
101194,2.0,1,782.0,2.0,35
101195,,1,,,35
101196,4.0,1,1294.0,,35
101197,2.0,1,562.0,4.0,35
101198,,1,,,35
101199,2.0,1,950.0,2.0,35
101200,2.0,1,880.0,4.0,35
101201,,1,,,35
101202,2.0,1,600.0,2.0,35
101203,2.0,1,161.0,2.0,35
101204,2.0,1,1900.0,2.0,35
101205,2.0,1,466.0,2.0,35
101206,2.0,1,866.0,4.0,35
101207,2.0,1,400.0,2.0,35
101208,2.0,1,500.0,2.0,35
101209,2.0,1,0.0,2.0,35
101210,2.0,1,666.0,2.0,35
101211,,1,,,35
101212,,1,,,35
101213,2.0,1,412.0,4.0,35
101214,,1,,,35
101215,,1,,,35
101216,2.0,1,9800.0,2.0,35
101217,,1,,,35
101218,,1,,,35
101219,4.0,1,788.0,,35
101220,2.0,1,10200.0,2.0,35
101221,2.0,1,10470.0,2.0,35
101222,,1,,,35
101223,,1,,,35
101224,,1,,,35
101225,2.0,1,6000.0,2.0,35
101226,2.0,1,1500.0,2.0,35
101227,,1,,,35
101228,,1,,,35
101229,2.0,1,600.0,2.0,35
101230,,1,,,35
101231,2.0,1,1000.0,2.0,35
101232,,1,,,35
101233,4.0,1,1880.0,,35
101234,2.0,1,3666.0,2.0,35
101235,2.0,1,7000.0,2.0,35
101236,2.0,1,3700.0,2.0,35
101237,,1,,,35
101238,2.0,1,633.0,2.0,35
101239,2.0,1,1125.0,2.0,35
101240,4.0,1,1450.0,,35
101241,2.0,1,2000.0,2.0,35
101242,,1,,,35
101243,2.0,1,2662.0,2.0,35
101244,2.0,1,15000.0,2.0,35
101245,4.0,1,1688.0,,35
101246,,1,,,35
101247,2.0,1,999999999999.0,2.0,35
101248,4.0,1,750.0,,35
101249,2.0,1,6750.0,2.0,35
101250,,1,,,35
101251,,1,,,35
101252,,1,,,35
101253,,1,,,35
101254,,1,,,35
101255,,1,,,35
101256,2.0,1,662.0,2.0,35
101257,,1,,,35
101258,,1,,,35
101259,,1,,,35
101260,2.0,1,999999999999.0,2.0,35
101261,,1,,,35
101262,2.0,1,1337.0,2.0,35
101263,,1,,,35
101264,2.0,1,1433.0,2.0,35
101265,4.0,1,1100.0,,35
101266,2.0,1,3666.0,2.0,35
101267,2.0,1,2000.0,2.0,35
101268,2.0,1,6000.0,2.0,35
101269,,1,,,35
101270,2.0,1,1333.0,2.0,35
101271,2.0,1,2666.0,2.0,35
101272,2.0,1,3833.0,2.0,35
101273,2.0,1,3333.0,2.0,35
101274,,1,,,35
101275,2.0,1,797.0,2.0,35
101276,2.0,1,10000.0,2.0,35
101277,,1,,,35
101278,4.0,1,1150.0,,35
101279,,1,,,35
101280,2.0,1,1096.0,2.0,35
101281,4.0,1,788.0,,35
101282,2.0,1,394.0,2.0,35
101283,4.0,1,1200.0,,35
101284,4.0,1,788.0,,35
101285,2.0,1,595.0,2.0,35
101286,2.0,1,900.0,4.0,35
101287,2.0,1,860.0,2.0,35
101288,2.0,1,1569.0,2.0,35
101289,2.0,1,262.0,2.0,35
101290,2.0,1,472.0,4.0,35
101291,2.0,1,1336.0,2.0,35
101292,4.0,1,1165.0,,35
101293,4.0,1,1194.0,,35
101294,2.0,1,2000.0,2.0,35
101295,4.0,1,1200.0,,35
101296,4.0,1,800.0,,35
101297,2.0,1,1166.0,2.0,35
101298,4.0,1,1540.0,,35
101299,4.0,1,1400.0,,35
101300,2.0,1,1166.0,2.0,35
101301,2.0,1,1266.0,2.0,35
101302,2.0,1,2195.0,4.0,35
101303,4.0,1,600.0,,35
101304,,1,,,35
101305,4.0,1,666.0,,35
101306,4.0,1,1730.0,,35
101307,4.0,1,700.0,,35
101308,4.0,1,594.0,,35
101309,2.0,1,800.0,2.0,35
101310,2.0,1,950.0,2.0,35
101311,4.0,1,775.0,,35
101312,4.0,1,1083.0,,35
101313,2.0,1,523.0,2.0,35
101314,4.0,1,600.0,,35
101315,2.0,1,900.0,2.0,35
101316,2.0,1,1144.0,2.0,35
101317,2.0,1,1566.0,2.0,35
101318,4.0,1,325.0,,35
101319,4.0,1,1200.0,,35
101320,4.0,1,75.0,,35
101321,4.0,1,2500.0,,35
101322,,1,,,35
101323,4.0,1,179.0,,35
101324,4.0,1,500.0,,35
101325,4.0,1,762.0,,35
101326,2.0,1,750.0,4.0,35
101327,2.0,1,666.0,4.0,35
101328,,1,,,35
101329,2.0,1,1600.0,2.0,35
101330,2.0,1,1566.0,2.0,35
101331,4.0,1,525.0,,35
101332,2.0,1,1000.0,2.0,35
101333,4.0,1,824.0,,35
101334,,1,,,35
101335,4.0,1,2200.0,,35
101336,4.0,1,1000.0,,35
101337,2.0,1,0.0,4.0,35
101338,4.0,1,1344.0,,35
101339,4.0,1,1850.0,,35
101340,2.0,1,1950.0,2.0,35
101341,4.0,1,1320.0,,35
101342,4.0,1,1144.0,,35
101343,4.0,1,900.0,,35
101344,4.0,1,1566.0,,35
101345,2.0,1,1262.0,2.0,35
101346,2.0,1,788.0,2.0,35
101347,2.0,1,775.0,4.0,35
101348,4.0,8,333.0,,35
101349,4.0,8,668.0,,35
101350,2.0,8,1560.0,2.0,35
101351,2.0,8,11850.0,2.0,35
101352,,8,,,35
101353,,8,,,35
101354,,8,,,35
101355,,8,,,35
101356,4.0,8,775.0,,35
101357,,8,,,35
101358,4.0,8,3000.0,,35
101359,,8,,,35
101360,,8,,,35
101361,4.0,8,480.0,,35
101362,,8,,,35
101363,2.0,8,1653.0,2.0,35
101364,,8,,,35
101365,,1,,,35
101366,4.0,1,820.0,,35
101367,4.0,1,994.0,,35
101368,4.0,1,425.0,,35
101369,2.0,1,1040.0,2.0,35
101370,2.0,1,1100.0,2.0,35
101371,4.0,1,1644.0,,35
101372,4.0,1,653.0,,35
101373,2.0,1,710.0,2.0,35
101374,4.0,1,325.0,,35
101375,2.0,1,2666.0,4.0,35
101376,4.0,1,1100.0,,35
101377,2.0,1,2350.0,2.0,35
101378,2.0,1,750.0,2.0,35
101379,4.0,1,420.0,,35
101380,4.0,1,240.0,,35
101381,4.0,1,1000.0,,35
101382,2.0,1,633.0,2.0,35
101383,2.0,1,999999999999.0,2.0,35
101384,4.0,1,25.0,,35
101385,4.0,1,797.0,,35
101386,2.0,1,944.0,2.0,35
101387,2.0,1,253.0,4.0,35
101388,2.0,1,315.0,2.0,35
101389,2.0,1,702.0,2.0,35
101390,2.0,1,1266.0,2.0,35
101391,2.0,1,800.0,2.0,35
101392,2.0,1,0.0,4.0,35
101393,2.0,1,600.0,2.0,35
101394,2.0,1,2200.0,2.0,35
101395,2.0,1,1347.0,4.0,35
101396,2.0,1,633.0,2.0,35
101397,2.0,1,1100.0,2.0,35
101398,2.0,1,760.0,2.0,35
101399,4.0,1,2050.0,,35
101400,2.0,1,2100.0,4.0,35
101401,2.0,1,2500.0,2.0,35
101402,2.0,1,1495.0,2.0,35
101403,,1,,,35
101404,4.0,1,2200.0,,35
101405,2.0,1,1700.0,2.0,35
101406,4.0,1,1000.0,,35
101407,2.0,1,3500.0,2.0,35
101408,4.0,1,1800.0,,35
101409,4.0,1,429.0,,35
101410,4.0,1,1100.0,,35
101411,2.0,1,947.0,2.0,35
101412,4.0,1,844.0,,35
101413,4.0,1,775.0,,35
101414,2.0,1,1266.0,2.0,35
101415,2.0,1,800.0,2.0,35
101416,4.0,1,1466.0,,35
101417,2.0,1,1000.0,2.0,35
101418,4.0,1,1294.0,,35
101419,2.0,1,999999999999.0,2.0,35
101420,4.0,1,9900.0,,35
101421,2.0,1,1333.0,2.0,35
101422,2.0,1,197.0,2.0,35
101423,,1,,,35
101424,2.0,1,3076.0,2.0,35
101425,2.0,1,1833.0,2.0,35
101426,2.0,1,1425.0,2.0,35
101427,2.0,1,999999999999.0,2.0,35
101428,2.0,1,875.0,2.0,35
101429,2.0,1,999999999999.0,4.0,35
101430,2.0,1,2550.0,2.0,35
101431,2.0,1,3566.0,2.0,35
101432,,1,,,35
101433,2.0,1,1740.0,2.0,35
101434,2.0,1,999999999999.0,2.0,35
101435,2.0,1,1356.0,2.0,35
101436,2.0,1,1333.0,2.0,35
101437,2.0,1,999999999999.0,2.0,35
101438,2.0,1,1600.0,2.0,35
101439,4.0,1,950.0,,35
101440,4.0,1,650.0,,35
101441,2.0,1,956.0,2.0,35
101442,2.0,1,1616.0,2.0,35
101443,2.0,1,1606.0,2.0,35
101444,2.0,1,1240.0,2.0,35
101445,2.0,1,856.0,2.0,35
101446,2.0,1,725.0,2.0,35
101447,2.0,1,994.0,2.0,35
101448,2.0,1,1600.0,2.0,35
101449,4.0,1,933.0,,35
101450,2.0,1,894.0,2.0,35
101451,2.0,1,2539.0,4.0,35
101452,,1,,,35
101453,4.0,1,1854.0,,35
101454,4.0,1,1025.0,,35
101455,4.0,1,594.0,,35
101456,4.0,1,994.0,,35
101457,2.0,1,1229.0,2.0,35
101458,4.0,1,1500.0,,35
101459,4.0,1,1433.0,,35
101460,4.0,1,788.0,,35
101461,2.0,1,1500.0,2.0,35
101462,4.0,1,1750.0,,35
101463,,3,,,35
101464,2.0,3,1876.0,4.0,35
101465,2.0,3,400.0,4.0,35
101466,,3,,,35
101467,,3,,,35
101468,2.0,3,1197.0,2.0,35
101469,,3,,,35
101470,,3,,,35
101471,,3,,,35
101472,4.0,3,788.0,,35
101473,,3,,,35
101474,,3,,,35
101475,2.0,8,788.0,4.0,35
101476,2.0,8,1100.0,4.0,35
101477,2.0,8,2925.0,2.0,35
101478,2.0,8,1266.0,2.0,35
101479,,8,,,35
101480,4.0,8,412.0,,35
101481,4.0,8,625.0,,35
101482,,8,,,35
101483,,8,,,35
101484,2.0,8,277.0,4.0,35
101485,2.0,8,1250.0,2.0,35
101486,,8,,,35
101487,2.0,8,966.0,2.0,35
101488,4.0,1,994.0,,35
101489,2.0,1,5400.0,4.0,35
101490,,1,,,35
101491,4.0,1,788.0,,35
101492,2.0,1,999999999999.0,2.0,35
101493,2.0,1,3500.0,4.0,35
101494,,1,,,35
101495,2.0,1,1733.0,2.0,35
101496,2.0,1,941.0,2.0,35
101497,,1,,,35
101498,2.0,1,2250.0,2.0,35
101499,,1,,,35
101500,2.0,1,1433.0,2.0,35
101501,4.0,1,1000.0,,35
101502,2.0,1,1160.0,2.0,35
101503,4.0,1,200.0,,35
101504,2.0,1,1556.0,2.0,35
101505,2.0,1,999999999999.0,4.0,35
101506,,1,,,35
101507,2.0,1,2366.0,2.0,35
101508,,1,,,35
101509,2.0,1,2150.0,2.0,35
101510,2.0,1,15000.0,4.0,35
101511,4.0,1,1125.0,,35
101512,2.0,1,14000.0,2.0,35
101513,2.0,1,1329.0,4.0,35
101514,2.0,1,1093.0,2.0,35
101515,4.0,1,780.0,,35
101516,4.0,1,733.0,,35
101517,2.0,1,1593.0,2.0,35
101518,2.0,1,780.0,4.0,35
101519,2.0,1,5850.0,4.0,35
101520,2.0,1,2947.0,2.0,35
101521,2.0,1,1000.0,2.0,35
101522,4.0,1,1500.0,,35
101523,2.0,1,800.0,2.0,35
101524,2.0,1,567.0,2.0,35
101525,4.0,1,788.0,,35
101526,2.0,1,600.0,2.0,35
101527,2.0,1,1375.0,2.0,35
101528,4.0,1,197.0,,35
101529,2.0,1,301.0,2.0,35
101530,2.0,1,466.0,2.0,35
101531,2.0,1,772.0,2.0,35
101532,2.0,1,580.0,2.0,35
101533,2.0,1,900.0,4.0,35
101534,2.0,1,833.0,2.0,35
101535,2.0,1,1200.0,2.0,35
101536,2.0,1,666.0,2.0,35
101537,2.0,1,875.0,2.0,35
101538,,1,,,35
101539,2.0,1,2600.0,2.0,35
101540,,1,,,35
101541,4.0,1,1788.0,,35
101542,,1,,,35
101543,,1,,,35
101544,4.0,1,5000.0,,35
101545,,1,,,35
101546,4.0,1,1200.0,,35
101547,4.0,1,864.0,,35
101548,4.0,1,828.0,,35
101549,4.0,8,980.0,,35
101550,,8,,,35
101551,,8,,,35
101552,,8,,,35
101553,,8,,,35
101554,,8,,,35
101555,,8,,,35
101556,4.0,8,216.0,,35
101557,4.0,8,511.0,,35
101558,,8,,,35
101559,,8,,,35
101560,,8,,,35
101561,,1,,,35
101562,2.0,1,6666.0,2.0,35
101563,2.0,1,1300.0,4.0,35
101564,,1,,,35
101565,2.0,1,1000.0,2.0,35
101566,,1,,,35
101567,,1,,,35
101568,2.0,1,1200.0,4.0,35
101569,,1,,,35
101570,,1,,,35
101571,,1,,,35
101572,,1,,,35
101573,,1,,,35
101574,,1,,,35
101575,,1,,,35
101576,,1,,,35
101577,,1,,,35
101578,2.0,1,2350.0,2.0,35
101579,,1,,,35
101580,,1,,,35
101581,,1,,,35
101582,,1,,,35
101583,,1,,,35
101584,,1,,,35
101585,2.0,1,800.0,2.0,35
101586,,1,,,35
101587,,1,,,35
101588,,1,,,35
101589,,1,,,35
101590,,1,,,35
101591,2.0,1,999999999999.0,2.0,35
101592,,1,,,35
101593,,1,,,35
101594,2.0,1,704.0,2.0,35
101595,2.0,1,500.0,4.0,35
101596,2.0,1,833.0,2.0,35
101597,,1,,,35
101598,2.0,1,600.0,2.0,35
101599,4.0,1,395.0,,35
101600,2.0,1,594.0,4.0,35
101601,2.0,1,1750.0,4.0,35
101602,2.0,1,1097.0,4.0,35
101603,2.0,1,170.0,2.0,35
101604,2.0,1,788.0,2.0,35
101605,,1,,,35
101606,4.0,1,1500.0,,35
101607,2.0,1,1520.0,2.0,35
101608,,1,,,35
101609,2.0,1,1000.0,2.0,35
101610,,1,,,35
101611,2.0,1,933.0,2.0,35
101612,,1,,,35
101613,,1,,,35
101614,,1,,,35
101615,,1,,,35
101616,,1,,,35
101617,,1,,,35
101618,,1,,,35
101619,,1,,,35
101620,,1,,,35
101621,2.0,1,452.0,2.0,35
101622,,1,,,35
101623,,1,,,35
101624,,1,,,35
101625,2.0,1,1550.0,2.0,35
101626,,1,,,35
101627,,1,,,35
101628,,1,,,35
101629,,1,,,35
101630,,1,,,35
101631,4.0,1,5000.0,,35
101632,,1,,,35
101633,,1,,,35
101634,,1,,,35
101635,,1,,,35
101636,,1,,,35
101637,,1,,,35
101638,,1,,,35
101639,2.0,1,1166.0,2.0,35
101640,,1,,,35
101641,2.0,1,2233.0,2.0,35
101642,,1,,,35
101643,2.0,1,133.0,2.0,35
101644,4.0,1,966.0,,35
101645,4.0,1,900.0,,35
101646,4.0,1,788.0,,35
101647,2.0,1,1500.0,4.0,35
101648,4.0,1,394.0,,35
101649,2.0,1,487.0,2.0,35
101650,2.0,1,810.0,4.0,35
101651,2.0,1,862.0,4.0,35
101652,,1,,,35
101653,2.0,1,484.0,2.0,35
101654,,1,,,35
101655,,1,,,35
101656,,1,,,35
101657,,1,,,35
101658,,1,,,35
101659,2.0,1,2300.0,2.0,35
101660,,1,,,35
101661,,1,,,35
101662,,1,,,35
101663,,1,,,35
101664,,1,,,35
101665,,1,,,35
101666,,1,,,35
101667,,1,,,35
101668,,1,,,35
101669,,1,,,35
101670,,1,,,35
101671,,1,,,35
101672,2.0,1,2750.0,2.0,35
101673,,1,,,35
101674,,1,,,35
101675,2.0,1,3250.0,2.0,35
101676,,1,,,35
101677,2.0,1,1500.0,2.0,35
101678,,1,,,35
101679,,1,,,35
101680,,1,,,35
101681,,1,,,35
101682,,1,,,35
101683,,1,,,35
101684,,1,,,35
101685,2.0,1,999999999999.0,2.0,35
101686,,1,,,35
101687,,1,,,35
101688,,1,,,35
101689,,1,,,35
101690,,1,,,35
101691,,1,,,35
101692,2.0,1,1800.0,2.0,35
101693,,1,,,35
101694,,1,,,35
101695,,1,,,35
101696,2.0,1,788.0,4.0,35
101697,,1,,,35
101698,,1,,,35
101699,,1,,,35
101700,4.0,1,894.0,,35
101701,2.0,1,750.0,2.0,35
101702,,1,,,35
101703,2.0,1,1100.0,2.0,35
101704,,1,,,35
101705,4.0,1,750.0,,35
101706,4.0,1,694.0,,35
101707,,1,,,35
101708,2.0,1,700.0,2.0,35
101709,,1,,,35
101710,,1,,,35
101711,,1,,,35
101712,,1,,,35
101713,,1,,,35
101714,,1,,,35
101715,,1,,,35
101716,,1,,,35
101717,,1,,,35
101718,,1,,,35
101719,,1,,,35
101720,,1,,,35
101721,,1,,,35
101722,2.0,1,4600.0,2.0,35
101723,,1,,,35
101724,,1,,,35
101725,,1,,,35
101726,,1,,,35
101727,4.0,1,1429.0,,35
101728,,1,,,35
101729,,1,,,35
101730,,1,,,35
101731,,1,,,35
101732,,1,,,35
101733,,1,,,35
101734,,1,,,35
101735,2.0,1,966.0,2.0,35
101736,2.0,1,361.0,4.0,35
101737,2.0,1,1000.0,2.0,35
101738,,1,,,35
101739,2.0,1,1300.0,2.0,35
101740,2.0,1,566.0,2.0,35
101741,2.0,1,1000.0,2.0,35
101742,2.0,1,497.0,2.0,35
101743,2.0,1,1750.0,2.0,35
101744,2.0,1,966.0,4.0,35
101745,4.0,1,1650.0,,35
101746,2.0,1,125.0,2.0,35
101747,2.0,1,750.0,2.0,35
101748,2.0,1,3866.0,2.0,35
101749,,1,,,35
101750,2.0,1,0.0,2.0,35
101751,2.0,1,750.0,2.0,35
101752,4.0,1,171.0,,35
101753,,1,,,35
101754,,1,,,35
101755,,1,,,35
101756,2.0,1,1250.0,2.0,35
101757,,1,,,35
101758,2.0,1,1495.0,2.0,35
101759,,1,,,35
101760,,1,,,35
101761,,1,,,35
101762,,1,,,35
101763,,1,,,35
101764,,1,,,35
101765,,1,,,35
101766,,1,,,35
101767,,1,,,35
101768,,1,,,35
101769,,1,,,35
101770,,1,,,35
101771,,1,,,35
101772,,1,,,35
101773,2.0,1,829.0,4.0,35
101774,2.0,1,750.0,2.0,35
101775,2.0,1,3750.0,4.0,35
101776,4.0,1,1100.0,,35
101777,2.0,1,3766.0,4.0,35
101778,2.0,1,316.0,4.0,35
101779,2.0,1,788.0,4.0,35
101780,,1,,,35
101781,2.0,1,1000.0,4.0,35
101782,2.0,1,5833.0,4.0,35
101783,2.0,1,900.0,4.0,35
101784,4.0,1,1144.0,,35
101785,4.0,1,1616.0,,35
101786,2.0,1,4739.0,4.0,35
101787,2.0,1,933.0,4.0,35
101788,2.0,1,788.0,4.0,35
101789,,1,788.0,,35
101790,,1,788.0,,35
101791,,1,,,35
101792,,1,,,35
101793,2.0,1,1217.0,4.0,35
101794,,1,,,35
101795,2.0,1,200.0,4.0,35
101796,4.0,1,1100.0,,35
101797,,1,,,35
101798,2.0,1,400.0,4.0,35
101799,2.0,1,2894.0,4.0,35
101800,,1,,,35
101801,,1,,,35
101802,4.0,1,449.0,,35
101803,2.0,1,1300.0,4.0,35
101804,2.0,1,1150.0,4.0,35
101805,,1,,,35
101806,2.0,1,425.0,4.0,35
101807,2.0,1,500.0,2.0,35
101808,2.0,1,1100.0,2.0,35
101809,2.0,1,750.0,4.0,35
101810,4.0,1,1000.0,,35
101811,4.0,1,394.0,,35
101812,2.0,1,283.0,2.0,35
101813,2.0,1,2050.0,2.0,35
101814,4.0,1,788.0,,35
101815,4.0,1,266.0,,35
101816,2.0,1,300.0,4.0,35
101817,2.0,1,394.0,4.0,35
101818,2.0,1,1450.0,2.0,35
101819,2.0,1,1500.0,4.0,35
101820,2.0,1,1144.0,4.0,35
101821,2.0,1,1133.0,4.0,35
101822,2.0,1,940.0,4.0,35
101823,2.0,1,900.0,4.0,35
101824,4.0,1,1150.0,,35
101825,2.0,1,300.0,4.0,35
101826,2.0,1,725.0,4.0,35
101827,4.0,1,1350.0,,35
101828,,1,,,35
101829,,1,,,35
101830,,1,,,35
101831,2.0,1,350.0,4.0,35
101832,2.0,1,689.0,4.0,35
101833,4.0,1,262.0,,35
101834,,1,,,35
101835,2.0,1,1333.0,4.0,35
101836,2.0,1,400.0,4.0,35
101837,2.0,1,600.0,4.0,35
101838,4.0,1,250.0,,35
101839,2.0,1,1000.0,4.0,35
101840,4.0,1,904.0,,35
101841,2.0,1,1000.0,4.0,35
101842,4.0,1,394.0,,35
101843,4.0,1,289.0,,35
101844,4.0,1,750.0,,35
101845,,1,,,35
101846,4.0,1,306.0,,35
101847,4.0,1,1500.0,,35
101848,2.0,1,966.0,2.0,35
101849,4.0,1,262.0,,35
101850,4.0,1,1576.0,,35
101851,4.0,1,500.0,,35
101852,,1,,,35
101853,2.0,1,750.0,4.0,35
101854,,1,,,35
101855,2.0,1,650.0,2.0,35
101856,2.0,1,546.0,2.0,35
